,company_name,position
1047,KoMarketing,1
1049,KollegeTown/ Riddell Sports,1
1076,Lennon Wright Associates,1
1067,Lawndale Christian Health Center,1
1075,LendingTree,1
1074,Leidos Cyber,1
1073,Legends Hospitality,1
1072,Legends,1
1071,Legato Search Inc.,1
1070,Leap,1
1069,Layer 7 Data Solutions,1
1068,Lawrence General Hospital,1
1065,LaunchPoint,1
268,Bombas,1
261,Blue Chip Marketing,1
1059,LSI Solutions Inc,1
1057,LG Electronics,1
264,Blue Elephant Capital Management,1
1054,"Kuzmin & Associates, PC",1
265,Bluecore,1
266,Bluefield Research,1
267,Bodhala Inc.,1
1053,Kuebix,1
